condition_id,replicate_index,status,failure_cause,spin_true,spin_map,spin_mean,bias,ci68_lower,ci68_upper,ci95_lower,ci95_upper,chi2_per_dof,runtime_s,noise_seed
am0p500-i40p0-l0p060-fc1p70-de0p000,10,COMPLETED,,-0.5,-0.50399,-0.5030086080722664,-0.0030086080722664388,-0.5239115951454518,-0.48693779997634656,-0.5420883624511981,-0.4691943788416308,0.8275937353958295,0.010643500019796193,431328258
am0p500-i40p0-l0p060-fc1p70-de0p000,11,COMPLETED,,-0.5,-0.49401000000000006,-0.4930757278566066,0.006924272143393417,-0.5139742342102402,-0.4770060696695612,-0.5321528469460424,-0.4592512852583885,0.47222232306532474,0.010728200082667172,3952911751
am0p500-i40p0-l0p060-fc1p70-de0p000,12,COMPLETED,,-0.5,-0.5389200000000001,-0.5401293398501583,-0.04012933985015832,-0.5611939028222646,-0.5241909759885983,-0.5789108738457776,-0.5060299374783191,0.5874081314773542,0.0107162999920547,2567734407
am0p500-i40p0-l0p060-fc1p70-de0p000,13,COMPLETED,,-0.5,-0.5189600000000001,-0.5192097908064636,-0.019209790806463567,-0.5402375588906814,-0.5032144162071092,-0.558153957527189,-0.48518448227026584,1.200957787143299,0.010588199947960675,1113341737
am0p500-i40p0-l0p060-fc1p70-de0p000,14,COMPLETED,,-0.5,-0.52395,-0.5225875449832277,-0.02258754498322768,-0.5435319109435766,-0.5065121045677115,-0.5616804757914275,-0.48875299982756754,0.7472675929249247,0.010695199947804213,2447898092
am0p500-i40p0-l0p060-fc1p70-de0p000,15,COMPLETED,,-0.5,-0.46407,-0.46373252034749046,0.03626747965250954,-0.48470867941443196,-0.44768902617350537,-0.5027581227425779,-0.42979295586858274,0.8008779509293228,0.010636099963448942,3300013651
am0p500-i40p0-l0p060-fc1p70-de0p000,16,COMPLETED,,-0.5,-0.49401000000000006,-0.4936520861919083,0.0063479138080916875,-0.514626019289331,-0.4776073289954686,-0.532679990166289,-0.4597160122835849,1.1929102561228402,0.010832399944774806,3153181411
am0p500-i40p0-l0p060-fc1p70-de0p000,17,COMPLETED,,-0.5,-0.47904,-0.4794909953742902,0.020509004625709815,-0.5005311682493713,-0.4635175810684058,-0.5184007536577949,-0.4454430771597849,1.124456557172918,0.010777999996207654,3034189154
am0p500-i40p0-l0p060-fc1p70-de0p000,18,COMPLETED,,-0.5,-0.48902,-0.4884218896680318,0.011578110331968205,-0.5093673948049163,-0.47236427151122146,-0.5274740416822867,-0.4545292879914732,0.8159950276794848,0.010772999958135188,3339960213
am0p500-i40p0-l0p060-fc1p70-de0p000,19,COMPLETED,,-0.5,-0.50399,-0.5045876445003635,-0.00458764450036353,-0.5256352412096081,-0.48863208014257853,-0.5434703347810066,-0.47052553443593237,1.3815952613561222,0.01066449994686991,2057501998
am0p500-i40p0-l0p060-fc1p70-de0p020,0,COMPLETED,,-0.5,-0.35429,-0.35615932588845733,0.14384067411154267,-0.378021368959376,-0.3393956657838032,-0.3969067543832841,-0.3204820782487858,1.1715726728581786,0.010823299991898239,559338519
am0p500-i40p0-l0p060-fc1p70-de0p020,1,COMPLETED,,-0.5,-0.35928000000000004,-0.361738025800098,0.138261974199902,-0.383556494114903,-0.34491599427536407,-0.40246569293858087,-0.3260051648437952,1.005830674763509,0.010870400001294911,3018316409
am0p500-i40p0-l0p060-fc1p70-de0p020,2,COMPLETED,,-0.5,-0.3293400000000001,-0.3275375367101748,0.17246246328982517,-0.3492838005298837,-0.31066144263836337,-0.3681965899163362,-0.2917800216353382,1.1441802866374584,0.010845000040717423,3545686406
am0p500-i40p0-l0p060-fc1p70-de0p020,3,COMPLETED,,-0.5,-0.3293400000000001,-0.3315166540109393,0.16848334598906067,-0.35335768361490655,-0.3147209744665987,-0.3722579420868277,-0.295806597156431,0.9785104253797853,0.010753999929875135,1076398033
am0p500-i40p0-l0p060-fc1p70-de0p020,4,COMPLETED,,-0.5,-0.34930000000000005,-0.35105694482495037,0.14894305517504963,-0.3729256877490254,-0.3342987860580464,-0.39180425787669626,-0.3153936815697895,0.6051656541119411,0.010660800035111606,795637069
am0p500-i40p0-l0p060-fc1p70-de0p020,5,COMPLETED,,-0.5,-0.35928000000000004,-0.359095124707428,0.140904875292572,-0.3809848342883462,-0.34218432915294067,-0.3996145576067454,-0.3234864384136807,0.9113063227105397,0.010832000058144331,1090146442
am0p500-i40p0-l0p060-fc1p70-de0p020,6,COMPLETED,,-0.5,-0.3642700000000001,-0.36552238040505913,0.13447761959494087,-0.38741436810499874,-0.34870094068930546,-0.4062528378416637,-0.32993441059569845,0.890639252338952,0.01072710007429123,2914582334
am0p500-i40p0-l0p060-fc1p70-de0p020,7,COMPLETED,,-0.5,-0.34431,-0.3465918244647643,0.15340817553523572,-0.36842478418645624,-0.3297859554171337,-0.38732889741611193,-0.3108724174486899,1.0613672161569716,0.011026800028048456,1387913388
am0p500-i40p0-l0p060-fc1p70-de0p020,8,COMPLETED,,-0.5,-0.3193600000000001,-0.3169298614701225,0.18307013852987752,-0.338739411937694,-0.30009901976138387,-0.357650779959516,-0.2811905126698948,1.07876842311017,0.010681999963708222,2453878893
am0p500-i40p0-l0p060-fc1p70-de0p020,9,COMPLETED,,-0.5,-0.35928000000000004,-0.360597680460189,0.13940231953981103,-0.3824873088966442,-0.3437834278735957,-0.40133186774930624,-0.3249988461285733,1.4547538480406887,0.010705300024710596,870511389
am0p500-i40p0-l0p060-fc1p70-de0p020,10,COMPLETED,,-0.5,-0.3293400000000001,-0.32786350913245366,0.17213649086754634,-0.3496490550836263,-0.31097043597083146,-0.36847739630560045,-0.2921121996227845,0.9804502146901432,0.010780900018289685,3440743334
